あう,会う,会う,晤う,逢う,遇う,遭う
あうん,阿吽,阿吽,阿呍
あえぎごえ,喘ぎ声,あえぎ声,アエギ声,喘ぎ声
あえごろも,和え衣,あえ衣,和え衣
あえない,敢え無い,あえ無い,敢えない,敢え無い,敢ない,敢無い
あえねえ,敢え無い,あえ無え,敢えねえ,敢え無え,敢ねえ,敢無え
あえもの,和え物,あえ物,合え物,和えもの,和え物,和物
あえる,会う,会える,逢える,遇える,遭える
あおあざ,青痣,青あざ,青アザ,青痣
あおあし,青足,青脚,青足
あおあじ,青鯵,青アジ,青鯵
あおあらし,青嵐,青あらし,青嵐
あおい,青い,碧い,蒼い,青い
あおいぐさ,葵草,葵ぐさ,葵草
あおいそめ,青磯蚯蚓,青イソメ,青磯蚯蚓
あおいろ,青色,青いろ,青色,麴塵
あおうり,青瓜,青うり,青瓜
あおえんどう,青豌豆,青えんどう,青エンドウ,青豌豆
あおおに,青鬼,青おに,青鬼
あおかぎ,青鍵,青カギ,青鍵
あおかけす,青懸巣,青かけす,青懸巣
あおかび,青黴,青かび,青カビ,青黴
あおかぶ,青蕪,青カブ,青蕪
あおかぶり,青被り,青かぶり,青被り
あおがえる,青蛙,青がえる,青蛙
あおがや,青蚊帳,青がや,青蚊帳
あおがり,青刈り,青刈,青刈り
あおぎつね,青狐,青ギツネ,青狐
あおぎり,青桐,青ぎり,青桐
あおくさい,青臭い,青くさい,青臭い,青臭い
あおくせえ,青臭い,青くせえ,青臭え,青臭え
あおくま,青隈,青くま,青クマ,青隈
あおぐ,扇ぐ,扇ぐ,煽ぐ
あおぐれえ,青黒い,蒼黒え,青黒え
あおぐろい,青黒い,蒼黒い,青黒い
あおごけ,青苔,蒼苔,青苔
あおさぎ,青鷺,靑鷺,青さぎ,青鷺
あおざめる,青褪める,蒼ざめる,蒼褪める,青ざめる,青褪める
あおし,青い,碧し,蒼し,青し
あおじそ,青紫蘇,青じそ,青ジソ,青紫蘇
あおじれえ,青白い,あお白え,蒼白え,青じれえ,青白え
あおじろい,青白い,あお白い,蒼白い,青じろい,青白い
あおすじ,青筋,青すじ,青スジ,青筋
あおすすき,青薄,靑すすき,青薄
あおずり,青摺り,青摺,青摺り
あおそ,青麻,青苧,青麻
あおそこひ,青底翳,青そこひ,青底翳
あおぞら,青空,あお空,蒼空,青ぞら,青空
あおたん,青たん,青たん,青タン
あおだたみ,青畳,青だたみ,青畳
あおっきり,青っ切り,呷切,青っ切り
あおつづら,青葛,青葛,青鞭草
あおとかげ,青蜥蜴,青トカゲ,青蜥蜴
あおとさか,青鶏冠,青とさか,青鶏冠
あおとびら,青扉,青トビラ,青扉
あおに,青土,青丹,青土
あおねぎ,青葱,青ねぎ,青ネギ,青葱
あおねこ,青猫,青ねこ,青猫
あおねずみ,青鼠,青ねずみ,青鼠
あおのける,仰のける,仰ける,仰のける
あおのり,青海苔,青のり,青ノリ,青海苔
あおばえ,青蠅,蒼蝿,青蠅,青蝿
あおばな,青洟,青ばな,青バナ,青洟,青鼻
あおばら,青薔薇,青バラ,青薔薇
あおひげ,青髭,青ひげ,青ヒゲ,青髭,青髯
あおびかり,青光り,青びかり,青光り
あおびょうたん,青瓢箪,青びょうたん,青ビョウタン,青瓢箪,青瓢簞
あおぶくれ,青膨れ,青脹れ,青膨れ
あおぶくれる,青膨れる,青ぶくれる,青膨れる
あおまる,青丸,青まる,青丸
あおみ,青み,蒼味,青み,青味
あおみぞれ,青霙,青みぞれ,青霙
あおみどり,青緑,靑綠,青緑
あおみどろ,青味泥,青みどろ,青味泥
あおみむらさき,青み紫,青み紫,青味紫
あおむ,蒼む,蒼む,青む
あおむき,仰向き,あお向き,仰向き
あおむく,仰向く,あお向く,仰ほ向く,仰向く
あおむけ,仰向け,あお向け,仰むけ,仰向け
あおむける,仰向ける,あお向ける,仰向ける
あおむらさき,青紫,青むらさき,青紫
あおもみじ,青紅葉,青もみじ,青紅葉
あおり,障泥,泥障,障泥
あおりいた,障泥板,あおり板,障泥板
あおりうんてん,煽り運転,あおり運転,煽り運転
あおりもんく,煽り文句,あおり文句,煽り文句
あおりんご,青林檎,青りんご,青リンゴ,青林檎
あおんぶくれ,青膨れ,青んぶくれ,青ん膨れ,青ンぶくれ
あかあざ,赤痣,赤あざ,赤アザ,赤痣
あかい,赤い,朱い,紅い,緋い,赤い,赧い,赫い,赭い
あかいと,赤糸,赤糸,赤絲
あかいぬ,赤犬,赤いぬ,赤犬
あかいろ,赤色,赤いろ,赤色,赫色
あかいわし,赤鰯,赤いわし,赤鰯
あかうし,赤牛,あか牛,赤牛
あかうで,赤茹で,赤うで,赤茹で
あかうに,赤海胆,赤ウニ,赤海胆
あかえい,赤えい,赤えい,赤エイ,赤鱝
あかえび,赤海老,赤えび,赤エビ,赤海老
あかおとし,垢落とし,アカ落とし,垢落とし,アカ落し,垢落し
あかおに,赤鬼,赤おに,赤鬼
あかおび,赤帯,赤オビ,赤帯
あかおろし,赤下ろし,赤おろし,赤下ろし
あかかき,垢掻き,垢掻き,垢搔き
あかかぎ,赤鍵,赤カギ,赤鍵
あかかび,赤黴,赤カビ,赤黴
あかかぶ,赤蕪,紅かぶ,赤かぶ,赤カブ,赤蕪
あかがえる,赤蛙,赤がえる,赤ガエル,赤蛙
あかがお,赤顔,赤顏,赤顔
あかがね,銅,赤金,銅
あかがり,赤狩り,アカ狩り,赤狩,赤狩り
あかがれい,赤鰈,赤ガレイ,赤鰈
あかぎぬ,赤絹,赤絹,赤衣
あかぎれ,皸,あか切れ,皸,赤ぎれ,赤ギレ
あかくらげ,赤水母,赤くらげ,赤水母
あかぐし,赤櫛,赤ぐし,赤櫛
あかぐま,赤隈,赤グマ,赤隈
あかぐみ,赤組,紅組,赤組
あかぐるま,赤車,赤俥,赤車
あかぐれえ,赤黒い,赤ぐれえ,赤黒え
あかぐろい,赤黒い,赤ぐろい,赤黒い
あかけ,赤気,赤け,赤気
あかげら,赤啄木鳥,赤げら,赤啄木鳥
あかご,赤子,赤児,赤子
あかささげ,赤大角豆,赤ささげ,赤大角豆
あかさび,赤錆,赤さび,赤サビ,赤銹,赤錆,赤錆び,赫錆
あかさびる,赤錆びる,赤さびる,赤錆びる
あかざえび,藜海老,アカザ海老,藜海老
あかざや,赤鞘,赤ざや,赤鞘
あかし,赤い,紅し,赤し
あかし,証し,証し,證し
あかしお,赤潮,赤しお,赤潮
あかしか,赤鹿,赤シカ,赤鹿
あかしま,赤縞,赤しま,赤縞
あかしょうびん,赤翡翠,赤しょうびん,赤翡翠
あかじ,赤地,朱地,赤地
あかじそ,赤紫蘇,赤じそ,赤ジソ,赤紫蘇
あかじるし,赤印,赤印,赤標
あかす,明かす,明かす,明す
あかすぐり,赤酸塊,赤すぐり,赤スグリ,赤酸塊
あかすっぽん,赤すっぽん,赤すっぽん,赤スッポン
あかすり,垢擦り,垢すり,垢擦り
あかずり,赤刷り,赤刷,赤刷り
あかたん,赤短,赤タン,赤短
あかだし,赤出し,赤だし,赤出し,赤出汁
あかちゃける,赤茶ける,赤ちゃける,赤茶ける
あかっちゃける,赤茶ける,赤っちゃける,赤っ茶ける
あかつき,暁,暁,暁月,曉
あかとさか,赤鶏冠,赤とさか,赤鶏冠
あかとびら,赤扉,赤トビラ,赤扉
あかとんぼ,赤蜻蛉,赤とんぼ,赤トンボ,赤蜻蛉
あかなす,赤茄子,赤茄子,赤なす
あかなまこ,赤海鼠,赤海鼠,赤ナマコ
あかにきび,赤面皰,赤ニキビ,赤面皰
あかにしん,赤鰊,赤ニシン,赤鰊
あかぬけ,垢抜け,あか抜け,アカ抜け,垢抜け
あかぬける,垢抜ける,あか抜ける,アカ抜ける,垢抜ける
あかね,茜,茜,茜草
あかねいろ,茜色,あかね色,茜色
あかねぐも,茜雲,あかね雲,茜雲
あかねこ,赤猫,赤ねこ,赤猫
あかねぞら,茜空,あかね空,茜空
あかねだすき,茜襷,茜だすき,茜襷
あかはだ,赤肌,赤肌,赤膚
あかはだか,赤裸,赤はだか,赤裸
あかばら,赤薔薇,赤バラ,赤薔薇
あかひげ,赤髭,赤ひげ,赤ヒゲ,赤髭,赤髯,赤鬚
あかひも,赤紐,赤ひも,赤紐
あかびら,赤びら,赤びら,赤ビラ
あかふんどし,赤褌,赤ふんどし,赤フンドシ,赤褌
あかまつ,赤松,赤まつ,赤マツ,赤松
あかまむし,赤蝮,赤まむし,赤蝮
あかまる,赤丸,赤まる,赤マル,赤丸
あかみ,赤み,赤み,赤味
あかみそ,赤味噌,赤みそ,赤味噌
あかみみず,赤蚯蚓,赤ミミズ,赤蚯蚓
あかむけ,赤剥け,赤むけ,赤剝け,赤剥け
あかむし,赤虫,赤虫,赤蟲
あかめ,赤目,火眼金睛,赤目,赤眼
あかめばる,赤眼張,赤めばる,赤眼張,赤メバル
あかやけ,赤焼け,赤灼け,赤焼け
あかゆり,赤百合,赤ユリ,赤百合
あからがお,赤ら顔,赤ら顔,赫ら顔,赭ら顔
あからがしわ,赤ら柏,赤ら柏,赤柏
あからむ,赤らむ,赤らむ,赧らむ,赫らむ
あからめる,赤らめる,赤らめる,赧める,赧らめる,赫らめる,赭らめる
あかり,明かり,明かり,明り,灯,灯り,燈
あかりい,明るい,明かりい,明りい
あかりがわり,明かり代わり,明かり代わり,灯り代り
あかりさき,明かり先,明かり先,明り先,明先
あかりざら,明かり皿,明かり皿,灯り皿,明り皿
あかりしょうじ,明かり障子,明かり障子,明り障子
あかりとり,明かり取り,あかり取り,明かりとり,明かり取り,明かり採り,明りとり,明り取り,明り採り
あかりばこ,明かり箱,明かり箱,明り箱
あかりまど,明かり窓,あかり窓,明かり窓,明り窓
あかるい,明るい,明かるい,明るい
あかるみ,明るみ,明かるみ,明るみ
あかわく,赤枠,赤ワク,赤枠
あかんぼ,赤ん坊,赤んぼ,赤ん坊,赤ンボ
あかんぼう,赤ん坊,赤んぼう,赤ん坊,赤ン坊
あがき,足掻き,足掻き,足搔き
あがく,足掻く,足掻く,足搔く
あがなう,贖う,購う,購なう,贖う
あがなえる,贖う,購える,贖える
あがりうま,騰がり馬,上馬,騰がり馬
あがりかまち,上がり框,あがり框,上がりかまち,上がり框,上りかまち,上り框,上框
あがりがまち,上がり框,上がりがまち,上がり框,上りがまち
あがりぐち,上がり口,あがり口,上がり口
あがりばな,上がり花,上がり花,上り花
あがりめ,上がり目,上がりめ,上がり目
あがりや,揚がり屋,揚がり屋,揚り屋
あがりゆ,上がり湯,上がり湯,上り湯
あがる,上がる,上がる,和了る,挙がる,揚がる,揚る,昂がる,騰がる,騰る
あがれる,上がる,上がれる,和了れる
あき,飽き,厭き,飽き
あき,明き,明き,空き
あきあかね,秋茜,秋あかね,秋茜
あきあき,飽き飽き,倦き倦き,厭き厭き,飽々,飽きあき,飽き飽き
あきあげ,秋上げ,秋アゲ,秋上,秋上げ
あきうんか,秋浮塵子,秋ウンカ,秋浮塵子
あきかん,空き缶,あき缶,空かん,空きかん,空きカン,空き缶,空き罐,空カン,空缶,空罐
あきがら,空き殻,明き殻,空き殻,空殻
あきがわき,秋渇き,秋乾き,秋渇き
あきぎく,秋菊,秋ギク,秋菊
あきくち,開き口,あき口,開き口
あきくち,秋口,秋くち,秋口
あきぐち,秋口,秋ぐち,秋口
あきぐみ,秋茱萸,秋茱萸,秋グミ
あきこま,空き齣,空きコマ,空き齣
あきころ,秋頃,秋ころ,秋頃
あきごろ,秋頃,秋ごろ,秋頃
あきさけ,秋鮭,秋さけ,秋サケ,秋鮭
あきさば,秋鯖,秋さば,秋鯖
あきざら,空き皿,空き皿,空皿
あきしょう,飽き性,厭き性,飽き性
あきす,空き巣,空き巣,空巣
あきだる,空樽,空き樽,空樽
あきち,空き地,あき地,明き地,空き地
あきつかみ,明神,明神,明神
あきつみかみ,現御神,明つ御神,明御神,現御神
あきづく,秋付く,秋づく,秋付く
あきどまり,明き止まり,あき止まり,あき止り,明き止まり
あきどんぶり,空き丼,あき丼,空き丼
あきない,商い,商,商い
あきないうち,商い内,商い内,商内
あきないば,商い場,商い場,商場
あきないもの,商い物,あきなひ物,商い物
あきはぎ,秋萩,秋はぎ,秋萩
あきばえ,秋映え,秋映,秋映え
あきばこ,空き箱,あき箱,空きばこ,空き箱,空函
あきばれ,秋晴れ,秋晴,秋晴れ
あきびん,空き瓶,あき瓶,空きびん,空きビン,空き壜,空き瓶,空びん,空壜,空瓶,空ビン
あきぶくろ,空き袋,空き袋,空袋
あきぶね,空き船,空き舟,空き船
あきべや,空き部屋,空き部屋,空部屋
あきま,空き間,明き間,空き間
あきまき,秋蒔き,秋まき,秋蒔き
あきまつり,秋祭り,秋まつり,秋祭り
あきもの,秋物,秋もの,秋物
あきや,空き家,あき家,明き家,空き家,空家,空屋
あきやしき,空き屋敷,空き屋敷,空屋敷
あきらめがお,諦め顔,あきらめ顔,諦め顔
あきらめる,諦める,断める,諦める
あきる,飽きる,倦きる,厭きる,飽きる
あきれがお,呆れ顔,あきれ顔,呆れ顔
あきれる,呆れる,呆きれる,呆れる,惘れる,飽きれる
あぎょう,あ行,あ行,ア行
あく,飽きる,厭く,飽く
あく,悪,悪,惡
あくぎゃく,悪逆,悪虐,悪逆
あくぎゃく,悪謔,悪謔,惡謔
あくしゅ,握手,あく手,握手
あくしん,悪神,悪神,惡神
あくじる,灰汁汁,アク汁,灰汁汁
あくだし,灰汁出し,アク出し,灰汁出し
あくだま,悪玉,悪玉,悪魂
あくだまり,灰汁溜まり,灰汁だまり,灰汁溜まり
あくと,悪徒,悪徒,惡徒
あくぬき,灰汁抜き,あく抜き,アク抜き,灰汁抜き
あくぬけ,灰汁抜け,あく抜け,アク抜け,灰汁ぬけ,灰汁抜け
あくばらい,悪祓い,悪祓,悪祓い
あくま,悪魔,悪魔,惡魔
あくまき,灰汁巻き,灰汁巻,灰汁巻き
あくるひ,翌る日,あくる日,明くる日,翌る日
あぐら,胡座,胡坐,胡座
あぐらずわり,胡座座り,あぐら座り,胡座座り
あぐらなべ,胡座鍋,安愚楽鍋,胡座鍋
あぐりあみ,揚繰網,あぐり網,揚繰網
あけ,明け,明,明け
あけえ,赤い,朱え,紅え,緋え,赤え,赧え,赫え,赭え
あけがた,明け方,あけ方,明けがた,明け方,明方,暁け方
あけがらす,明け烏,明けがらす,明け烏,明烏
あけたて,開け閉て,開けたて,開け閉て,開閉て
あけっぱなす,明け放す,明けっ放す,開けツぱなす
あけっぴろげる,開け広げる,空けっ広げる,開けっ広げる
あけびがり,木通狩り,アケビ狩り,木通狩り
あけびぶくろ,木通袋,あけび袋,木通袋
あけぼのすぎ,曙杉,あけぼの杉,曙杉
あける,開ける,開ける,開ケる
あけわたし,明け渡し,明け渡し,明渡,明渡し
あげ,上げ,上げ,挙げ
あげあし,上げ足,あげ足,上げ足,挙げ足,揚げ足,揚足
あげあぶら,揚げ油,揚げ油,揚油
あげいた,上げ板,上げ板,上板,揚げ板,揚板
あげえん,揚げ縁,揚げ縁,揚縁
あげおかき,揚げ御欠き,揚げおかき,揚げ御欠き
あげおろし,上げ下ろし,上げ下ろし,揚げ下し,揚げ卸し,揚げ降ろし
あげかじ,上げ舵,上げかじ,上げ舵,上舵
あげかす,揚げ滓,揚げかす,揚げ滓
あげく,挙げ句,あげ句,挙げ句,挙句,揚げ句,揚句
あげさんま,揚げ秋刀魚,揚げサンマ,揚げ秋刀魚
あげしお,上げ潮,上げ潮,上潮
あげぜん,上げ膳,上げ膳,あげ膳
あげそば,揚げ蕎麦,揚げそば,揚げ蕎麦
あげぞめ,揚げ初め,揚げ初め,昇初
あげたか,上げ鷹,上げタカ,上げ鷹
あげたて,揚げ立て,揚げたて,揚げ立て,揚立て
あげだい,揚げ代,揚げ代,揚代
あげだし,揚げ出し,揚げだし,揚げ出し,揚出,揚出し
あげだま,揚げ玉,あげ玉,揚げ玉,揚玉
あげつらう,論う,挙げつらう,論う
あげて,上げ手,上げ手,揚げ手
あげど,揚げ戸,揚げ戸,揚戸
あげなす,揚げ茄子,揚げなす,揚げ茄子
あげなべ,揚げ鍋,揚げなべ,揚げナベ,揚げ鍋,揚鍋
あげねぎ,揚げ葱,揚げネギ,揚げ葱
あげはま,揚げ浜,揚げ浜,揚浜
あげひばり,揚げ雲雀,揚げひばり,揚げ雲雀,揚雲雀
あげぶた,上げ蓋,あげ蓋,上げぶた,上げ蓋
あげまき,揚巻,揚げ巻,揚巻,総角
あげまく,揚幕,揚げ幕,揚幕
あげみずら,上げ角髪,上げ美豆良,上げ角髪
あげもの,揚げ物,あげ物,揚げもの,揚げ物,揚物
あげや,揚屋,揚げ屋,揚屋
あげる,上げる,上げる,叫げる,呈げる,挙げる,揚げる,擧げる,舉げる
あげれる,上げる,上げれる,挙げれる
あこうだい,あこう鯛,あこう鯛,赤魚鯛
あこがれまつげ,憧れ睫,憧れまつげ,憧れ睫
あこがれる,憧れる,憧れる,憧憬れる,憬がれる,憬れる
あご,顎,顋,顎
あごおじ,顎伯父,あご伯父,顎伯父
あごさき,顎先,あご先,顎先
あごした,顎下,あご下,顎下
あごたたき,顎叩き,顎たたき,顎叩き
あごひげ,顎髭,あご髭,顎ひげ,顎髭,顎髯,顎鬚
あごわかれ,網子別れ,あご別れ,網子別れ
あさい,浅い,浅い,淺い
あさいと,麻糸,あさ糸,麻糸
あさかぜ,朝風,朝かぜ,朝風
あさがけ,朝駆け,朝駆け,朝駈け
あさがすみ,朝霞,朝がすみ,朝霞
あさがた,朝方,朝がた,朝方
あさがゆ,朝粥,朝がゆ,朝粥
あさがらす,朝烏,朝がらす,朝烏
あさぎ,浅黄,浅木,浅葱,浅黄
あさぐもり,朝曇り,朝ぐもり,朝曇り
あさぐれえ,浅黒い,あさ黒え,浅ぐれえ,浅黒え
あさぐろい,浅黒い,あさ黒い,浅ぐろい,浅黒い
あさげ,朝食,朝げ,朝食,朝餉
あさごはん,朝御飯,朝ごはん,朝ご飯,朝ゴハン,朝御飯
あさじがはら,浅茅が原,浅茅が原,浅茅ヶ原
あさつゆ,朝露,あさ露,朝つゆ,朝露
あさづけ,浅漬け,浅づけ,浅漬,浅漬け
あさで,浅手,浅傷,浅手
あさなぎ,朝凪,朝なぎ,朝凪
あさなべ,浅鍋,浅なべ,浅鍋
あさのみ,麻の実,麻の実,麻実
あさひも,麻紐,麻ひも,麻ヒモ,麻紐
あさぶくろ,麻袋,麻ぶくろ,麻袋
あさぶろ,朝風呂,朝ぶろ,朝風呂
あさまき,麻蒔き,麻蒔,麻蒔き
あさまし,浅ましい,浅まし,淺まし
あさまだき,朝未だき,朝まだき,朝未だき
あさめし,朝飯,朝めし,朝メシ,朝飯
あさもや,朝靄,朝もや,朝靄
あさやけ,朝焼け,朝焼,朝焼け
あさりうり,浅蜊売り,アサリ売り,浅蜊売り
あさりかん,浅蜊缶,あさり缶,浅蜊缶
あさりじる,浅蜊汁,あさり汁,浅蜊汁
あさりまめ,浅蜊豆,あさり豆,浅蜊豆
あされん,朝練,朝練,朝錬
あざけり,嘲り,嘲,嘲けり
あざける,嘲る,嘲ける,嘲る,詼る
あざけわらう,嘲笑う,あざけ笑う,嘲笑う
あざらしりょう,海豹猟,アザラシ猟,海豹猟
あざわらう,嘲笑う,あざ嗤う,あざ笑う,嘲嗤う,嘲笑う
あし,悪しい,悪し,惡し
あし,足,脚,足
あし,葦,葦,葭,蘆
あしあと,足跡,あし跡,足あと,足跡
あしあらい,足洗い,足洗,足洗い
あしうら,足裏,脚裏,足裏,蹠
あしかけ,足掛け,足かけ,足掛け
あしかげ,葦陰,葦蔭,葦陰
あしかざり,足飾り,足かざり,足飾り
あしかせ,足枷,桎,足かせ,足枷
あしかり,芦刈り,芦刈り,蘆刈
あしがかり,足掛かり,足がかり,足掛かり,足掛り
あしがため,足固め,足固,足固め
あしがに,葦蟹,芦蟹,葦蟹
あしがらみ,足搦み,足搦,足搦み
あしがわ,足側,脚側,足側
あしがわり,足代わり,足がわり,足代わり
あしきり,足切り,足切,足切り
あしくび,足首,あし首,脚首,足くび,足頸,足首
あしげ,芦毛,あし毛,芦毛,葦毛,蘆毛
あしげ,足蹴,足げ,足蹴
あしこし,足腰,脚腰,足腰
あしごしらえ,足拵え,足ごしらえ,足拵え
あしさき,足先,脚先,足先
あしさぐり,足探り,足さぐり,足探り
あしさばき,足捌き,脚さばき,足さばき,足捌き
あしざま,悪し様,悪しざま,悪し様,悪様
あしずり,足摺り,足ずり,足摺り
あしたば,明日葉,明日葉,鹹草
あしだまり,足溜まり,足だまり,足溜まり,足溜り
あしつき,足付き,脚付,足つき,足付き
あしつぼ,足壺,足つぼ,足ツボ,足壺
あしで,葦手,芦手,葦手,蘆手
あしとり,足取り,足とり,足取り
あしどめ,足留め,足どめ,足止,足止め,足留め
あしどり,足取り,足どり,足取,足取り
あしなえ,足萎え,足萎え,蹇
あしなか,足半,足なか,足半
あしなが,足長,脚長,足なが,足長
あしなみ,足並み,足なみ,足並,足並み
あしならし,足慣らし,足ならし,足慣し,足慣らし,足馴し,足馴らし
あしのや,葦の矢,葦の矢,葦矢
あしはこび,足運び,足はこび,足運び
あしはら,葦原,アシ原,芦原,葦原
あしばらい,足払い,足ばらい,足払い
あしひき,足引き,足ひき,足引き
あしひれ,足鰭,足ひれ,足ヒレ,足鰭
あしび,葦火,芦火,葦火
あしびえ,足冷え,足冷,足冷え
あしふみ,足踏み,足ふみ,足踏み
あしぶえ,葦笛,あし笛,芦笛,葦笛
あしぶと,足太,脚太,足太
あしぶみ,足踏み,足ぶみ,足踏,足踏み
あしべ,葦辺,葦辺,蘆辺
あしまわり,足回り,足まわり,足周り,足回り,足廻り
あしもと,足元,脚もと,脚元,足もと,足元,足許
あしゆ,足湯,脚湯,足湯
あしゆび,足指,足ゆび,足指
あしわ,足輪,脚環,足環,足輪
あしわざ,足業,足技,足業
あじ,鯵,鯵,鰺
あじきき,味利き,味利き,味聞き
あじけ,味気,味け,味気
あじけない,味気無い,味けない,味気ない
あじけねえ,味気無い,味けねえ,味気ねえ
あじさいいろ,紫陽花色,紫陽花いろ,紫陽花色
あじさいまつり,紫陽花祭り,アジサイ祭り,紫陽花祭り
あじさし,鯵刺し,鯵刺し,鯵刺
あじずし,鯵寿司,あじ寿司,アジ寿司,鯵寿司
あじつけ,味付け,味つけ,味付け
あじつり,鯵釣り,アジ釣り,鯵釣り
あじづくり,味作り,味作り,味創り
あじどころ,味所,味処,味所
あじどん,鯵丼,あじ丼,鯵丼
あじめぐり,味巡り,味めぐり,味巡り
あじろしぼり,網代絞り,あじろ絞り,網代絞り
あじろとじ,網代綴じ,あじろ綴,網代綴じ,あじろ綴じ
あじわいごはん,味わい御飯,味わいご飯,味わい御飯
あじわう,味わう,味う,味わう
あじわわす,味わわす,味わす,味わわす
あすあさって,明日明後日,明日あさって,明日明後日
あすなろ,翌檜,翌檜,翌桧
あずからす,預らす,預からす,預らす
あずかり,預かり,預かり,預り
あずかりきゃく,預かり客,預かり客,預り客
あずかりきん,預かり金,預かり金,預り金,預リ金
あずかりさき,預かり先,預かり先,預り先
あずかりしょ,預かり所,預かり所,預所,預り所
あずかりしょう,預かり証,預かり証,預り証
あずかりだか,預かり高,預かり高,預り高
あずかりち,預かり地,預かり地,預り地
あずかりにん,預かり人,預かり人,預人,預り人
あずかりふだ,預かり札,預かり札,預り札
あずかりもの,預かり物,預かりもの,預かり物,預り物
あずかる,与る,与かる,与る
あずかる,預かる,預かる,預る
あずきあん,小豆餡,小豆あん,小豆餡
あずきいり,小豆入り,あずき入り,小豆入り
あずきいろ,小豆色,あずき色,小豆色
あずきかん,小豆缶,あずき缶,小豆缶
あずきがゆ,小豆粥,小豆がゆ,小豆粥
あずきこ,小豆粉,あずき粉,小豆粉
あずきこおり,小豆氷,あずき氷,小豆氷
あずきごはん,小豆御飯,あずきご飯,小豆御飯
あずきつぶ,小豆粒,あずき粒,小豆粒
あずけいれ,預け入れ,預け入れ,預入,預入れ
あずけいれこうざ,預入口座,預け入れ口座,預入口座
あずけかえ,預け替え,預けかえ,預け替え
あずけがえ,預け替え,預け替え,預替え
あずけばち,預け鉢,預け鉢,預鉢
あずけばらい,預け払い,預け払い,預払
あずさゆみ,梓弓,あずさ弓,梓弓
あずまあそび,東遊,東遊,東都遊
あずまえびす,東夷,東えびす,東夷
あずまからげ,東紮,東からげ,東紮
あずまや,東屋,あずま屋,四阿,東や,東屋
あせえ,浅い,浅え,淺え
あせくさい,汗臭い,汗くさい,汗臭い
あせくせえ,汗臭い,汗くせえ,汗臭え
あせしみ,汗染み,汗シミ,汗染み
あせじと,汗じと,汗じと,汗ジト
あせじみ,汗染み,汗ジミ,汗染み
あせだく,汗だく,汗だく,汗ダク
あせとり,汗取り,汗とり,汗取り
あせどめ,汗止め,汗どめ,汗止め
あせまけ,汗負け,汗まけ,汗負け
あせまみれ,汗塗れ,汗まみれ,汗塗れ
あせも,汗疹,汗疣,汗疹
あせる,焦る,急せる,急る,焦せる,焦る
あせわき,汗脇,汗ワキ,汗脇
あぜかえし,綜返し,あぜ返し,綜返し
あぜくらづくり,校倉造,校倉造,校倉造り
あぜたけ,綜竹,あぜ竹,綜竹
あぜち,按察使,按察,按察使
あぜみち,畦道,あぜ道,畔道,畦道
あそばせことば,遊ばせ言葉,あそばせ言葉,遊ばせ言葉
あそびぐせ,遊び癖,遊びぐせ,遊び癖
あそびごころ,遊び心,遊びごころ,遊びゴコロ,遊び心
あそびごと,遊び事,遊びごと,遊び事
あそびごま,遊駒,遊び駒,遊駒
